client_msg_id,type,text,user,ts,team,user_team,source_team,user_profile,attachments,blocks,channel_name,subtype,reactions,files,upload,display_as_bot,thread_ts,reply_count,reply_users_count,latest_reply,reply_users,replies,is_locked,subscribed,parent_user_id,edited,purpose,x_files,hidden,bot_id,bot_profile,old_name,name
31e1fdad-9973-4d0e-9e03-422f2c572705,message,"if you are interested in learning how azure support nlp (natural language processing):
*Azure webinar series*
*Use AI to Translate Text and Documents*
Thursday, October 21, 2021
10:00 AM–11:00 AM Pacific Time
From this webinar, you will:
• See hands-on demos on how to quickly translate text instantly or in batch across more than 100 languages,
• Train a custom model to handle domain-specific terminology.
• Glean best practices to get the most from Translator
• Learn about the latest enhancements to the service
<https://info.microsoft.com/ww-landing-use-ai-to-translate-text-and-documents.html?lcid=en-us&amp;ocid=eml_pg298787_gdc_comm_az>",U023R27V74N,1633992462.0162,T024JBZ7VTJ,T024JBZ7VTJ,T024JBZ7VTJ,"{'avatar_hash': '425d563aaa26', 'image_72': 'https://avatars.slack-edge.com/2021-06-03/2157666542976_425d563aaa26ba0d6182_72.jpg', 'first_name': 'Julia', 'real_name': 'Julia Kim', 'display_name': 'Julia - INSTRUCTOR', 'team': 'T024JBZ7VTJ', 'name': 'juliajuleskim', 'is_restricted': False, 'is_ultra_restricted': False}","[{'title': 'Machine Translation AI Webinar | Microsoft Azure', 'title_link': 'https://info.microsoft.com/ww-landing-use-ai-to-translate-text-and-documents.html?lcid=en-us&ocid=eml_pg298787_gdc_comm_az', 'text': 'Join this webinar to learn how to build your own real time or batch translation solution with Azure Translator.', 'fallback': 'Machine Translation AI Webinar | Microsoft Azure', 'from_url': 'https://info.microsoft.com/ww-landing-use-ai-to-translate-text-and-documents.html?lcid=en-us&ocid=eml_pg298787_gdc_comm_az', 'service_icon': 'https://info.microsoft.com/favicon.ico', 'service_name': 'info.microsoft.com', 'id': 1, 'original_url': 'https://info.microsoft.com/ww-landing-use-ai-to-translate-text-and-documents.html?lcid=en-us&amp;ocid=eml_pg298787_gdc_comm_az'}]","[{'type': 'rich_text', 'block_id': 'huz', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'if you are interested in learning how azure support nlp (natural language processing):\n'}, {'type': 'text', 'text': 'Azure webinar series', 'style': {'bold': True}}, {'type': 'text', 'text': '\n'}, {'type': 'text', 'text': 'Use AI to Translate Text and Documents', 'style': {'bold': True}}, {'type': 'text', 'text': '\nThursday, October 21, 2021\n10:00 AM–11:00 AM Pacific Time\nFrom this webinar, you will:\n'}]}, {'type': 'rich_text_list', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'See hands-on demos on how to quickly translate text instantly or in batch across more than 100 languages,'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Train a custom model to handle domain-specific terminology.'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Glean best practices to get the most from Translator'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Learn about the latest enhancements to the service'}]}], 'style': 'bullet', 'indent': 0, 'border': 0}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': '\n'}, {'type': 'link', 'url': 'https://info.microsoft.com/ww-landing-use-ai-to-translate-text-and-documents.html?lcid=en-us&ocid=eml_pg298787_gdc_comm_az'}]}]}]",fintech,,,,,,,,,,,,,,,,,,,,,,
,message,<@U023MQ9J9P0> has joined the channel,U023MQ9J9P0,1622667286.0002,,,,,,,fintech,channel_join,,,,,,,,,,,,,,,,,,,,,
,message,<@U023F2P1CKZ> has joined the channel,U023F2P1CKZ,1622702689.0002,,,,,,,fintech,channel_join,,,,,,,,,,,,,,,,,,,,,
,message,"Fintech Junction Summer Event
There is a free tier that is virtual only.
<https://www.fintechjunction.com/>",U023R27V74N,1624378896.0067,,,,,,"[{'type': 'rich_text', 'block_id': 'kxme', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Fintech Junction Summer Event\nThere is a free tier that is virtual only.\n'}, {'type': 'link', 'url': 'https://www.fintechjunction.com/'}]}]}]",fintech,,"[{'name': '+1', 'users': ['U024GNX9CGM', 'U024WMKUP0C'], 'count': 2}, {'name': 'raised_hands', 'users': ['U025DPVSGBT'], 'count': 1}]","[{'id': 'F025DPWJ4J3', 'created': 1624378869, 'timestamp': 1624378869, 'name': 'FJ-Summer-2021-Prospectus.pdf', 'title': 'FJ-Summer-2021-Prospectus.pdf', 'mimetype': 'application/pdf', 'filetype': 'pdf', 'pretty_type': 'PDF', 'user': 'U023R27V74N', 'editable': False, 'size': 1545863, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T024JBZ7VTJ-F025DPWJ4J3/fj-summer-2021-prospectus.pdf?t=xoxe-2154407267936-2781636939888-2770549875809-193819b268b347c56b7c1420f8648d5f', 'url_private_download': 'https://files.slack.com/files-pri/T024JBZ7VTJ-F025DPWJ4J3/download/fj-summer-2021-prospectus.pdf?t=xoxe-2154407267936-2781636939888-2770549875809-193819b268b347c56b7c1420f8648d5f', 'media_display_type': 'unknown', 'thumb_pdf': 'https://files.slack.com/files-tmb/T024JBZ7VTJ-F025DPWJ4J3-4e4706b574/fj-summer-2021-prospectus_thumb_pdf.png?t=xoxe-2154407267936-2781636939888-2770549875809-193819b268b347c56b7c1420f8648d5f', 'thumb_pdf_w': 1286, 'thumb_pdf_h': 910, 'permalink': 'https://cuvirtfinpt06-r9e3409.slack.com/files/U023R27V74N/F025DPWJ4J3/fj-summer-2021-prospectus.pdf', 'permalink_public': 'https://slack-files.com/T024JBZ7VTJ-F025DPWJ4J3-dd76b1ed8b', 'is_starred': False, 'has_rich_preview': False}]",False,False,,,,,,,,,,,,,,,,,
3ff77c90-3078-479e-bc29-a937039ffa74,message,"MoneyNext Open Banking Summit June 22-23
If you are interested in learning more about the future of open banking...
<https://moneynext.tv/open-banking-summit/>",U023R27V74N,1624043981.0035,T024JBZ7VTJ,T024JBZ7VTJ,T024JBZ7VTJ,"{'avatar_hash': '425d563aaa26', 'image_72': 'https://avatars.slack-edge.com/2021-06-03/2157666542976_425d563aaa26ba0d6182_72.jpg', 'first_name': 'Julia', 'real_name': 'Julia Kim', 'display_name': 'Julia - INSTRUCTOR', 'team': 'T024JBZ7VTJ', 'name': 'juliajuleskim', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'MoneyNext', 'title': 'Open Banking Summit | MoneyNext', 'title_link': 'https://moneynext.tv/open-banking-summit/', 'text': 'Join 30 visionary speakers and 1,000 finance and technology leaders to discuss the future of open banking. 22nd - 23rd June 2021', 'fallback': 'MoneyNext: Open Banking Summit | MoneyNext', 'thumb_url': 'https://moneynext.tv/wp-content/uploads/2021/03/Open_Banking_Summit_Pink_and_White_Summit_Centred_1500.png', 'fields': [{'title': 'Est. reading time', 'value': '11 minutes', 'short': True}], 'from_url': 'https://moneynext.tv/open-banking-summit/', 'thumb_width': 1500, 'thumb_height': 288, 'service_icon': 'https://moneynext.tv/wp-content/uploads/2020/10/cropped-MoneyNext_Series_Icon-180x180.png', 'id': 1, 'original_url': 'https://moneynext.tv/open-banking-summit/'}]","[{'type': 'rich_text', 'block_id': 'aabnW', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'MoneyNext Open Banking Summit June 22-23\nIf you are interested in learning more about the future of open banking...\n'}, {'type': 'link', 'url': 'https://moneynext.tv/open-banking-summit/'}]}]}]",fintech,,"[{'name': '+1', 'users': ['U024SCVTY5T', 'U024GNX9CGM', 'U025DPVSGBT', 'U02548Z2S69', 'U025E9FJVNU', 'U024WMKUP0C'], 'count': 6}]",,,,,,,,,,,,,,,,,,,,
,message,<@U024GNF18MB> has joined the channel,U024GNF18MB,1623280064.0002,,,,,,,fintech,channel_join,,,,,,,,,,,,,,,,,,,,,
,message,<@U024GNX9CGM> has joined the channel,U024GNX9CGM,1623280528.0004,,,,,,,fintech,channel_join,,,,,,,,,,,,,,,,,,,,,
,message,<@U0259QYTM1N> has joined the channel,U0259QYTM1N,1623286317.0006,,,,,,,fintech,channel_join,,,,,,,,,,,,,,,,,,,,,
,message,<@U024YNXFLUR> has joined the channel,U024YNXFLUR,1623289986.0008,,,,,,,fintech,channel_join,,,,,,,,,,,,,,,,,,,,,
,message,"Been following this company for a bit of a while and they just upgraded their website. They are doing some interesting things on the stellar networks and it’s well known that IBM is going to be launching quantum computing very soon and is partnered with stellar. If you’re into research this rabbit hole might be fun. What’s crazy about stellar is that I’ve been following their ledger and sometimes you see assets with over a trillion dollar market cap. I’m trying to find out if that’s a mistake or not.  So I’m not going to be so bold to assert that trillions of dollars are flowing through stellar without being reported in the news or reflected on coin market cap. But personally I find it extremely interesting. 
<https://quantum-stellar.io/Stellar%20-%20About%20Us.html>",U024R294XHV,1634836994.0001,T024JBZ7VTJ,T024JBZ7VTJ,T024JBZ7VTJ,"{'avatar_hash': '676cb13848f6', 'image_72': 'https://avatars.slack-edge.com/2021-06-30/2241702247217_676cb13848f63743718a_72.jpg', 'first_name': '', 'real_name': 'Julia Milin', 'display_name': 'Julia Milin', 'team': 'T024JBZ7VTJ', 'name': 'juliamilin', 'is_restricted': False, 'is_ultra_restricted': False}","[{'title': 'Quantum Stellar - About Us', 'title_link': 'https://quantum-stellar.io/Stellar%20-%20About%20Us.html', 'text': 'The Quantum Stellar leadership team brings together world-renowned experts in quantum computing, CAD technologies, computer science and theoretical physics.', 'fallback': 'Quantum Stellar - About Us', 'image_url': 'https://global-uploads.webflow.com/60000db7a5f449af5e4590ac/600ff70a6d502227ac4ed049_OG.png', 'from_url': 'https://quantum-stellar.io/Stellar%20-%20About%20Us.html', 'image_width': 476, 'image_height': 250, 'image_bytes': 15518, 'service_name': 'quantum-stellar.io', 'id': 1, 'original_url': 'https://quantum-stellar.io/Stellar%20-%20About%20Us.html'}]",,fintech,,"[{'name': 'eyes', 'users': ['U023R27V74N'], 'count': 1}, {'name': 'fire', 'users': ['U025DPVSGBT'], 'count': 1}]",,,,1634836994.0001,7.0,2.0,1634838439.008,"['U024R294XHV', 'U025DPVSGBT']","[{'user': 'U024R294XHV', 'ts': '1634837353.000800'}, {'user': 'U025DPVSGBT', 'ts': '1634837590.004900'}, {'user': 'U024R294XHV', 'ts': '1634837604.005500'}, {'user': 'U024R294XHV', 'ts': '1634838269.005900'}, {'user': 'U024R294XHV', 'ts': '1634838287.006100'}, {'user': 'U024R294XHV', 'ts': '1634838379.007500'}, {'user': 'U024R294XHV', 'ts': '1634838439.008000'}]",0.0,0.0,,,,,,,,,
8692E709-4BAB-4834-8895-B6A788452203,message,If anyone is interested in joining their telegram channel let me know ,U024R294XHV,1634837353.0008,T024JBZ7VTJ,T024JBZ7VTJ,T024JBZ7VTJ,"{'avatar_hash': '676cb13848f6', 'image_72': 'https://avatars.slack-edge.com/2021-06-30/2241702247217_676cb13848f63743718a_72.jpg', 'first_name': '', 'real_name': 'Julia Milin', 'display_name': 'Julia Milin', 'team': 'T024JBZ7VTJ', 'name': 'juliamilin', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'jMCR', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'If anyone is interested in joining their telegram channel let me know '}]}]}]",fintech,,,,,,1634836994.0001,,,,,,,,U024R294XHV,,,,,,,,
